set_name,selected_mean_pred_PI,selected_mean_novelty,mean_pred_PI,mean_novelty
top5,0.8203527477843752,4.305363948986679,0.8033854907010669,4.027628461451566
top10,0.8219087008160575,4.149438607999008,0.8038188574988797,3.9935315534022893
